filename,hour,minute,second
06_43_48_03924_dig_simple.png,6,43,48
08_13_24_03925_dig_lcd.png,8,13,24
10_47_21_03926_dig_simple.png,10,47,21
10_03_25_03927_dig_lcd.png,10,3,25
12_49_52_03928_dig_segmented.png,12,49,52
12_29_08_03929_dig_simple.png,12,29,8
00_51_44_03930_dig_simple.png,0,51,44
06_38_49_03931_dig_lcd.png,6,38,49
23_49_28_03932_dig_simple.png,23,49,28
11_36_55_03933_dig_simple.png,11,36,55
11_30_47_03934_dig_segmented.png,11,30,47
08_30_31_03935_dig_simple.png,8,30,31
20_45_07_03936_dig_simple.png,20,45,7
13_59_19_03937_dig_lcd.png,13,59,19
14_15_34_03938_dig_simple.png,14,15,34
08_27_44_03939_dig_segmented.png,8,27,44
17_40_28_03940_dig_lcd.png,17,40,28
00_04_22_03941_dig_simple.png,0,4,22
03_48_59_03942_dig_segmented.png,3,48,59
18_40_32_03943_dig_segmented.png,18,40,32
00_15_13_03944_dig_segmented.png,0,15,13
11_14_45_03945_dig_simple.png,11,14,45
12_55_37_03946_dig_simple.png,12,55,37
16_04_31_03947_dig_simple.png,16,4,31
20_35_14_03948_dig_segmented.png,20,35,14
12_15_41_03949_dig_simple.png,12,15,41
02_54_31_03950_dig_segmented.png,2,54,31
11_50_35_03951_dig_simple.png,11,50,35
08_48_26_03952_dig_segmented.png,8,48,26
15_58_20_03953_dig_segmented.png,15,58,20
02_55_46_03954_dig_lcd.png,2,55,46
23_42_19_03955_dig_simple.png,23,42,19
16_04_31_03956_dig_lcd.png,16,4,31
09_39_15_03957_dig_segmented.png,9,39,15
12_12_47_03958_dig_lcd.png,12,12,47
09_47_10_03959_dig_segmented.png,9,47,10
09_09_45_03960_dig_simple.png,9,9,45
08_22_04_03961_dig_simple.png,8,22,4
18_40_32_03962_dig_segmented.png,18,40,32
22_36_21_03963_dig_simple.png,22,36,21
03_00_15_03964_dig_segmented.png,3,0,15
20_58_06_03965_dig_lcd.png,20,58,6
12_03_47_03966_dig_lcd.png,12,3,47
02_45_39_03967_dig_simple.png,2,45,39
23_49_28_03968_dig_simple.png,23,49,28
01_18_51_03969_dig_simple.png,1,18,51
06_48_03_03970_dig_simple.png,6,48,3
00_04_54_03971_dig_lcd.png,0,4,54
14_53_37_03972_dig_segmented.png,14,53,37
03_12_55_03973_dig_simple.png,3,12,55
01_16_29_03974_dig_segmented.png,1,16,29
15_03_16_03975_dig_simple.png,15,3,16
23_29_19_03976_dig_segmented.png,23,29,19
19_10_04_03977_dig_segmented.png,19,10,4
14_16_23_03978_dig_simple.png,14,16,23
09_40_41_03979_dig_simple.png,9,40,41
22_47_09_03980_dig_lcd.png,22,47,9
05_39_33_03981_dig_segmented.png,5,39,33
15_31_23_03982_dig_segmented.png,15,31,23
14_29_52_03983_dig_simple.png,14,29,52
09_09_45_03984_dig_lcd.png,9,9,45
03_17_00_03985_dig_segmented.png,3,17,0
03_06_14_03986_dig_segmented.png,3,6,14
10_39_37_03987_dig_lcd.png,10,39,37
21_28_01_03988_dig_segmented.png,21,28,1
06_12_22_03989_dig_segmented.png,6,12,22
03_52_44_03990_dig_segmented.png,3,52,44
03_48_59_03991_dig_simple.png,3,48,59
11_03_25_03992_dig_segmented.png,11,3,25
03_17_00_03993_dig_lcd.png,3,17,0
10_06_39_03994_dig_lcd.png,10,6,39
14_42_57_03995_dig_lcd.png,14,42,57
16_35_38_03996_dig_segmented.png,16,35,38
06_48_42_03997_dig_simple.png,6,48,42
08_39_26_03998_dig_simple.png,8,39,26
18_38_25_03999_dig_lcd.png,18,38,25
06_21_06_04000_dig_simple.png,6,21,6
15_14_08_04001_dig_lcd.png,15,14,8
03_12_35_04002_dig_lcd.png,3,12,35
11_34_46_04003_dig_lcd.png,11,34,46
02_52_52_04004_dig_lcd.png,2,52,52
04_46_20_04005_dig_segmented.png,4,46,20
15_14_33_04006_dig_lcd.png,15,14,33
14_11_40_04007_dig_segmented.png,14,11,40
23_05_20_04008_dig_segmented.png,23,5,20
05_39_33_04009_dig_lcd.png,5,39,33
16_07_21_04010_dig_segmented.png,16,7,21
05_27_42_04011_dig_segmented.png,5,27,42
14_15_34_04012_dig_simple.png,14,15,34
23_46_00_04013_dig_segmented.png,23,46,0
09_26_48_04014_dig_segmented.png,9,26,48
00_16_19_04015_dig_segmented.png,0,16,19
08_22_04_04016_dig_lcd.png,8,22,4
11_27_45_04017_dig_segmented.png,11,27,45
14_15_34_04018_dig_lcd.png,14,15,34
12_00_17_04019_dig_lcd.png,12,0,17
23_56_12_04020_dig_simple.png,23,56,12
22_57_39_04021_dig_segmented.png,22,57,39
16_07_40_04022_dig_segmented.png,16,7,40
05_55_57_04023_dig_simple.png,5,55,57
03_17_00_04024_dig_simple.png,3,17,0
23_05_20_04025_dig_segmented.png,23,5,20
21_40_08_04026_dig_segmented.png,21,40,8
03_18_42_04027_dig_lcd.png,3,18,42
11_50_35_04028_dig_segmented.png,11,50,35
05_42_51_04029_dig_lcd.png,5,42,51
10_06_39_04030_dig_lcd.png,10,6,39
21_18_02_04031_dig_lcd.png,21,18,2
23_29_19_04032_dig_segmented.png,23,29,19
21_40_08_04033_dig_simple.png,21,40,8
03_47_17_04034_dig_lcd.png,3,47,17
09_47_10_04035_dig_lcd.png,9,47,10
17_40_28_04036_dig_lcd.png,17,40,28
08_37_16_04037_dig_lcd.png,8,37,16
06_28_54_04038_dig_segmented.png,6,28,54
06_32_17_04039_dig_simple.png,6,32,17
10_23_40_04040_dig_segmented.png,10,23,40
09_09_06_04041_dig_lcd.png,9,9,6
20_54_43_04042_dig_lcd.png,20,54,43
21_42_27_04043_dig_simple.png,21,42,27
10_35_40_04044_dig_simple.png,10,35,40
10_39_37_04045_dig_segmented.png,10,39,37
15_14_33_04046_dig_segmented.png,15,14,33
12_12_47_04047_dig_segmented.png,12,12,47
17_34_15_04048_dig_lcd.png,17,34,15
05_23_16_04049_dig_segmented.png,5,23,16
13_39_44_04050_dig_lcd.png,13,39,44
17_51_55_04051_dig_segmented.png,17,51,55
12_49_52_04052_dig_segmented.png,12,49,52
07_35_06_04053_dig_simple.png,7,35,6
12_13_30_04054_dig_segmented.png,12,13,30
22_55_28_04055_dig_segmented.png,22,55,28
04_26_43_04056_dig_lcd.png,4,26,43
19_04_18_04057_dig_segmented.png,19,4,18
21_47_17_04058_dig_segmented.png,21,47,17
06_43_48_04059_dig_simple.png,6,43,48
10_10_27_04060_dig_segmented.png,10,10,27
17_35_38_04061_dig_lcd.png,17,35,38
16_43_44_04062_dig_lcd.png,16,43,44
12_34_14_04063_dig_segmented.png,12,34,14
14_15_34_04064_dig_lcd.png,14,15,34
22_47_17_04065_dig_lcd.png,22,47,17
17_37_04_04066_dig_lcd.png,17,37,4
12_00_17_04067_dig_segmented.png,12,0,17
13_41_26_04068_dig_simple.png,13,41,26
01_59_20_04069_dig_lcd.png,1,59,20
19_04_18_04070_dig_lcd.png,19,4,18
14_15_34_04071_dig_lcd.png,14,15,34
05_03_00_04072_dig_segmented.png,5,3,0
22_55_28_04073_dig_simple.png,22,55,28
22_10_28_04074_dig_lcd.png,22,10,28
21_35_30_04075_dig_lcd.png,21,35,30
02_34_56_04076_dig_lcd.png,2,34,56
09_12_03_04077_dig_simple.png,9,12,3
21_28_01_04078_dig_segmented.png,21,28,1
21_40_08_04079_dig_lcd.png,21,40,8
02_57_38_04080_dig_lcd.png,2,57,38
02_36_34_04081_dig_lcd.png,2,36,34
00_51_28_04082_dig_lcd.png,0,51,28
11_19_58_04083_dig_simple.png,11,19,58
23_49_28_04084_dig_simple.png,23,49,28
21_35_30_04085_dig_segmented.png,21,35,30
02_29_53_04086_dig_lcd.png,2,29,53
09_12_03_04087_dig_lcd.png,9,12,3
09_36_41_04088_dig_segmented.png,9,36,41
00_18_33_04089_dig_simple.png,0,18,33
06_38_49_04090_dig_simple.png,6,38,49
17_44_32_04091_dig_segmented.png,17,44,32
13_38_53_04092_dig_lcd.png,13,38,53
04_51_02_04093_dig_lcd.png,4,51,2
12_34_14_04094_dig_simple.png,12,34,14
08_47_59_04095_dig_simple.png,8,47,59
02_54_31_04096_dig_segmented.png,2,54,31
02_56_16_04097_dig_lcd.png,2,56,16
11_19_58_04098_dig_lcd.png,11,19,58
13_16_06_04099_dig_simple.png,13,16,6
20_35_14_04100_dig_lcd.png,20,35,14
13_49_04_04101_dig_lcd.png,13,49,4
08_14_00_04102_dig_lcd.png,8,14,0
21_42_27_04103_dig_lcd.png,21,42,27
09_18_05_04104_dig_segmented.png,9,18,5
02_16_00_04105_dig_segmented.png,2,16,0
00_15_13_04106_dig_segmented.png,0,15,13
16_07_40_04107_dig_simple.png,16,7,40
21_15_10_04108_dig_segmented.png,21,15,10
15_37_34_04109_dig_segmented.png,15,37,34
14_19_20_04110_dig_simple.png,14,19,20
18_09_10_04111_dig_segmented.png,18,9,10
14_54_40_04112_dig_simple.png,14,54,40
18_40_32_04113_dig_lcd.png,18,40,32
22_47_17_04114_dig_segmented.png,22,47,17
05_27_32_04115_dig_segmented.png,5,27,32
03_05_48_04116_dig_simple.png,3,5,48
12_31_05_04117_dig_segmented.png,12,31,5
06_48_42_04118_dig_simple.png,6,48,42
14_57_18_04119_dig_lcd.png,14,57,18
08_22_04_04120_dig_segmented.png,8,22,4
10_25_14_04121_dig_lcd.png,10,25,14
21_53_18_04122_dig_lcd.png,21,53,18
14_54_25_04123_dig_segmented.png,14,54,25
21_47_17_04124_dig_simple.png,21,47,17
01_40_27_04125_dig_simple.png,1,40,27
03_42_31_04126_dig_lcd.png,3,42,31
23_52_13_04127_dig_lcd.png,23,52,13
18_18_23_04128_dig_segmented.png,18,18,23
20_55_15_04129_dig_simple.png,20,55,15
14_19_20_04130_dig_segmented.png,14,19,20
17_51_55_04131_dig_segmented.png,17,51,55
19_54_10_04132_dig_lcd.png,19,54,10
20_35_14_04133_dig_simple.png,20,35,14
03_29_12_04134_dig_lcd.png,3,29,12
16_43_44_04135_dig_segmented.png,16,43,44
16_12_56_04136_dig_simple.png,16,12,56
10_39_37_04137_dig_segmented.png,10,39,37
02_57_38_04138_dig_simple.png,2,57,38
14_42_57_04139_dig_lcd.png,14,42,57
14_42_57_04140_dig_simple.png,14,42,57
09_04_24_04141_dig_segmented.png,9,4,24
15_16_17_04142_dig_simple.png,15,16,17
23_54_03_04143_dig_simple.png,23,54,3
16_52_36_04144_dig_segmented.png,16,52,36
00_15_13_04145_dig_segmented.png,0,15,13
05_31_08_04146_dig_simple.png,5,31,8
03_47_17_04147_dig_simple.png,3,47,17
23_52_07_04148_dig_segmented.png,23,52,7
07_04_02_04149_dig_simple.png,7,4,2
14_04_48_04150_dig_lcd.png,14,4,48
02_04_41_04151_dig_segmented.png,2,4,41
06_12_22_04152_dig_segmented.png,6,12,22
22_09_26_04153_dig_simple.png,22,9,26
15_41_24_04154_dig_segmented.png,15,41,24
12_03_47_04155_dig_lcd.png,12,3,47
20_42_24_04156_dig_simple.png,20,42,24
06_48_42_04157_dig_simple.png,6,48,42
05_11_01_04158_dig_segmented.png,5,11,1
01_56_19_04159_dig_lcd.png,1,56,19
14_42_57_04160_dig_segmented.png,14,42,57
18_09_10_04161_dig_lcd.png,18,9,10
05_23_16_04162_dig_simple.png,5,23,16
06_12_22_04163_dig_lcd.png,6,12,22
03_52_44_04164_dig_segmented.png,3,52,44
19_35_27_04165_dig_segmented.png,19,35,27
03_00_15_04166_dig_segmented.png,3,0,15
10_52_44_04167_dig_lcd.png,10,52,44
16_14_11_04168_dig_lcd.png,16,14,11
13_33_01_04169_dig_simple.png,13,33,1
05_31_08_04170_dig_segmented.png,5,31,8
12_00_17_04171_dig_simple.png,12,0,17
22_51_43_04172_dig_lcd.png,22,51,43
22_59_32_04173_dig_segmented.png,22,59,32
16_07_40_04174_dig_segmented.png,16,7,40
06_33_33_04175_dig_segmented.png,6,33,33
17_33_59_04176_dig_simple.png,17,33,59
14_45_10_04177_dig_simple.png,14,45,10
03_00_15_04178_dig_lcd.png,3,0,15
17_46_41_04179_dig_lcd.png,17,46,41
22_10_28_04180_dig_segmented.png,22,10,28
15_02_01_04181_dig_segmented.png,15,2,1
22_10_28_04182_dig_lcd.png,22,10,28
14_50_52_04183_dig_simple.png,14,50,52
11_50_35_04184_dig_lcd.png,11,50,35
03_21_56_04185_dig_lcd.png,3,21,56
12_19_40_04186_dig_segmented.png,12,19,40
02_25_38_04187_dig_simple.png,2,25,38
04_16_32_04188_dig_segmented.png,4,16,32
00_39_41_04189_dig_segmented.png,0,39,41
04_51_02_04190_dig_simple.png,4,51,2
00_51_14_04191_dig_simple.png,0,51,14
23_46_00_04192_dig_lcd.png,23,46,0
13_49_04_04193_dig_segmented.png,13,49,4
04_04_05_04194_dig_segmented.png,4,4,5
06_55_06_04195_dig_simple.png,6,55,6
19_54_10_04196_dig_simple.png,19,54,10
02_36_42_04197_dig_segmented.png,2,36,42
01_56_19_04198_dig_simple.png,1,56,19
21_17_20_04199_dig_lcd.png,21,17,20
22_09_26_04200_dig_segmented.png,22,9,26
11_22_48_04201_dig_segmented.png,11,22,48
14_15_34_04202_dig_lcd.png,14,15,34
22_57_39_04203_dig_lcd.png,22,57,39
07_35_06_04204_dig_segmented.png,7,35,6
20_09_28_04205_dig_simple.png,20,9,28
11_19_24_04206_dig_lcd.png,11,19,24
11_50_35_04207_dig_segmented.png,11,50,35
00_15_13_04208_dig_segmented.png,0,15,13
09_11_53_04209_dig_lcd.png,9,11,53
14_13_24_04210_dig_segmented.png,14,13,24
05_53_20_04211_dig_lcd.png,5,53,20
12_49_52_04212_dig_simple.png,12,49,52
11_27_45_04213_dig_lcd.png,11,27,45
07_19_24_04214_dig_lcd.png,7,19,24
18_12_37_04215_dig_simple.png,18,12,37
15_32_42_04216_dig_lcd.png,15,32,42
17_02_42_04217_dig_lcd.png,17,2,42
22_47_09_04218_dig_simple.png,22,47,9
16_14_11_04219_dig_lcd.png,16,14,11
07_35_06_04220_dig_simple.png,7,35,6
12_55_50_04221_dig_segmented.png,12,55,50
06_33_33_04222_dig_simple.png,6,33,33
10_10_27_04223_dig_simple.png,10,10,27
10_32_29_04224_dig_simple.png,10,32,29
12_34_14_04225_dig_simple.png,12,34,14
22_32_24_04226_dig_segmented.png,22,32,24
22_59_32_04227_dig_lcd.png,22,59,32
14_04_48_04228_dig_lcd.png,14,4,48
22_12_38_04229_dig_segmented.png,22,12,38
11_30_47_04230_dig_simple.png,11,30,47
20_55_15_04231_dig_segmented.png,20,55,15
05_21_54_04232_dig_simple.png,5,21,54
18_25_47_04233_dig_simple.png,18,25,47
13_52_55_04234_dig_segmented.png,13,52,55
07_35_43_04235_dig_simple.png,7,35,43
02_34_56_04236_dig_segmented.png,2,34,56
12_24_07_04237_dig_lcd.png,12,24,7
12_15_41_04238_dig_segmented.png,12,15,41
00_51_44_04239_dig_simple.png,0,51,44
13_41_26_04240_dig_simple.png,13,41,26
02_53_31_04241_dig_segmented.png,2,53,31
05_03_00_04242_dig_segmented.png,5,3,0
23_49_49_04243_dig_lcd.png,23,49,49
18_01_22_04244_dig_segmented.png,18,1,22
01_47_06_04245_dig_segmented.png,1,47,6
17_40_48_04246_dig_lcd.png,17,40,48
23_49_49_04247_dig_simple.png,23,49,49
12_40_58_04248_dig_simple.png,12,40,58
17_22_45_04249_dig_simple.png,17,22,45
09_09_45_04250_dig_segmented.png,9,9,45
05_11_01_04251_dig_simple.png,5,11,1
00_37_50_04252_dig_simple.png,0,37,50
23_23_55_04253_dig_segmented.png,23,23,55
18_38_25_04254_dig_lcd.png,18,38,25
13_16_06_04255_dig_lcd.png,13,16,6
21_34_02_04256_dig_simple.png,21,34,2
23_52_07_04257_dig_segmented.png,23,52,7
23_49_49_04258_dig_simple.png,23,49,49
22_25_13_04259_dig_simple.png,22,25,13
11_27_45_04260_dig_simple.png,11,27,45
14_08_41_04261_dig_segmented.png,14,8,41
19_19_22_04262_dig_segmented.png,19,19,22
02_51_15_04263_dig_segmented.png,2,51,15
18_50_41_04264_dig_simple.png,18,50,41
15_37_34_04265_dig_lcd.png,15,37,34
07_31_35_04266_dig_segmented.png,7,31,35
14_13_24_04267_dig_lcd.png,14,13,24
00_04_54_04268_dig_simple.png,0,4,54
18_38_25_04269_dig_simple.png,18,38,25
00_51_28_04270_dig_lcd.png,0,51,28
18_18_23_04271_dig_simple.png,18,18,23
08_14_00_04272_dig_segmented.png,8,14,0
00_39_41_04273_dig_simple.png,0,39,41
05_39_33_04274_dig_segmented.png,5,39,33
12_31_05_04275_dig_segmented.png,12,31,5
13_59_19_04276_dig_simple.png,13,59,19
22_25_13_04277_dig_simple.png,22,25,13
11_30_47_04278_dig_simple.png,11,30,47
14_47_02_04279_dig_segmented.png,14,47,2
04_10_12_04280_dig_simple.png,4,10,12
05_13_37_04281_dig_simple.png,5,13,37
14_45_10_04282_dig_segmented.png,14,45,10
07_30_07_04283_dig_simple.png,7,30,7
05_11_01_04284_dig_simple.png,5,11,1
22_25_13_04285_dig_simple.png,22,25,13
23_42_19_04286_dig_lcd.png,23,42,19
14_13_24_04287_dig_simple.png,14,13,24
18_38_25_04288_dig_lcd.png,18,38,25
10_46_50_04289_dig_lcd.png,10,46,50
08_30_31_04290_dig_lcd.png,8,30,31
20_45_06_04291_dig_segmented.png,20,45,6
13_49_04_04292_dig_segmented.png,13,49,4
16_47_14_04293_dig_simple.png,16,47,14
09_26_48_04294_dig_segmented.png,9,26,48
11_07_20_04295_dig_segmented.png,11,7,20
01_36_28_04296_dig_simple.png,1,36,28
03_00_15_04297_dig_simple.png,3,0,15
23_05_22_04298_dig_simple.png,23,5,22
22_36_21_04299_dig_simple.png,22,36,21
02_36_30_04300_dig_segmented.png,2,36,30
16_47_14_04301_dig_simple.png,16,47,14
21_40_52_04302_dig_segmented.png,21,40,52
23_52_13_04303_dig_segmented.png,23,52,13
14_55_35_04304_dig_segmented.png,14,55,35
11_50_35_04305_dig_simple.png,11,50,35
06_43_48_04306_dig_simple.png,6,43,48
01_56_19_04307_dig_segmented.png,1,56,19
17_46_41_04308_dig_lcd.png,17,46,41
21_53_18_04309_dig_segmented.png,21,53,18
06_43_48_04310_dig_lcd.png,6,43,48
22_36_21_04311_dig_segmented.png,22,36,21
03_47_17_04312_dig_segmented.png,3,47,17
05_13_37_04313_dig_simple.png,5,13,37
03_52_44_04314_dig_lcd.png,3,52,44
07_53_26_04315_dig_simple.png,7,53,26
14_57_18_04316_dig_segmented.png,14,57,18
10_52_44_04317_dig_segmented.png,10,52,44
06_40_54_04318_dig_lcd.png,6,40,54
22_12_38_04319_dig_lcd.png,22,12,38
18_52_32_04320_dig_segmented.png,18,52,32
09_47_10_04321_dig_segmented.png,9,47,10
02_34_16_04322_dig_segmented.png,2,34,16
14_47_36_04323_dig_segmented.png,14,47,36
02_29_53_04324_dig_simple.png,2,29,53
19_19_22_04325_dig_segmented.png,19,19,22
04_26_43_04326_dig_segmented.png,4,26,43
20_06_41_04327_dig_segmented.png,20,6,41
02_52_52_04328_dig_simple.png,2,52,52
18_25_47_04329_dig_simple.png,18,25,47
00_20_08_04330_dig_lcd.png,0,20,8
18_40_32_04331_dig_segmented.png,18,40,32
09_36_41_04332_dig_segmented.png,9,36,41
14_42_57_04333_dig_simple.png,14,42,57
12_21_40_04334_dig_segmented.png,12,21,40
17_51_55_04335_dig_simple.png,17,51,55
06_28_54_04336_dig_segmented.png,6,28,54
17_40_48_04337_dig_lcd.png,17,40,48
05_55_57_04338_dig_simple.png,5,55,57
19_05_53_04339_dig_lcd.png,19,5,53
02_53_31_04340_dig_simple.png,2,53,31
00_04_03_04341_dig_lcd.png,0,4,3
22_36_21_04342_dig_lcd.png,22,36,21
23_04_31_04343_dig_lcd.png,23,4,31
02_55_46_04344_dig_simple.png,2,55,46
10_23_40_04345_dig_lcd.png,10,23,40
12_08_40_04346_dig_simple.png,12,8,40
09_12_03_04347_dig_lcd.png,9,12,3
07_39_50_04348_dig_segmented.png,7,39,50
10_47_21_04349_dig_simple.png,10,47,21
03_18_42_04350_dig_segmented.png,3,18,42
22_09_26_04351_dig_simple.png,22,9,26
00_51_44_04352_dig_lcd.png,0,51,44
09_40_41_04353_dig_segmented.png,9,40,41
01_12_27_04354_dig_lcd.png,1,12,27
07_04_02_04355_dig_lcd.png,7,4,2
00_04_03_04356_dig_segmented.png,0,4,3
13_37_42_04357_dig_simple.png,13,37,42
15_58_20_04358_dig_simple.png,15,58,20
18_28_43_04359_dig_lcd.png,18,28,43
02_34_16_04360_dig_segmented.png,2,34,16
22_47_09_04361_dig_lcd.png,22,47,9
17_37_04_04362_dig_segmented.png,17,37,4
09_11_53_04363_dig_segmented.png,9,11,53
14_04_48_04364_dig_lcd.png,14,4,48
04_09_44_04365_dig_simple.png,4,9,44
16_59_01_04366_dig_segmented.png,16,59,1
08_21_19_04367_dig_simple.png,8,21,19
20_16_08_04368_dig_simple.png,20,16,8
06_12_22_04369_dig_segmented.png,6,12,22
09_11_53_04370_dig_lcd.png,9,11,53
12_49_52_04371_dig_segmented.png,12,49,52
21_42_27_04372_dig_simple.png,21,42,27
06_40_54_04373_dig_simple.png,6,40,54
03_21_56_04374_dig_simple.png,3,21,56
20_58_06_04375_dig_simple.png,20,58,6
18_38_25_04376_dig_simple.png,18,38,25
08_50_39_04377_dig_simple.png,8,50,39
16_17_10_04378_dig_lcd.png,16,17,10
10_15_33_04379_dig_segmented.png,10,15,33
04_46_20_04380_dig_segmented.png,4,46,20
15_03_16_04381_dig_simple.png,15,3,16
20_09_28_04382_dig_lcd.png,20,9,28
15_49_16_04383_dig_segmented.png,15,49,16
05_03_00_04384_dig_lcd.png,5,3,0
07_53_31_04385_dig_segmented.png,7,53,31
15_03_16_04386_dig_simple.png,15,3,16
09_42_38_04387_dig_simple.png,9,42,38
11_20_01_04388_dig_segmented.png,11,20,1
18_38_25_04389_dig_segmented.png,18,38,25
16_07_40_04390_dig_simple.png,16,7,40
14_19_20_04391_dig_segmented.png,14,19,20
09_57_20_04392_dig_segmented.png,9,57,20
17_34_15_04393_dig_simple.png,17,34,15
20_55_15_04394_dig_lcd.png,20,55,15
10_10_27_04395_dig_segmented.png,10,10,27
16_52_36_04396_dig_segmented.png,16,52,36
17_38_11_04397_dig_lcd.png,17,38,11
22_57_39_04398_dig_simple.png,22,57,39
07_35_43_04399_dig_lcd.png,7,35,43
00_28_30_04400_dig_simple.png,0,28,30
09_18_05_04401_dig_segmented.png,9,18,5
06_55_06_04402_dig_simple.png,6,55,6
14_55_35_04403_dig_segmented.png,14,55,35
07_35_43_04404_dig_segmented.png,7,35,43
07_04_02_04405_dig_lcd.png,7,4,2
00_37_50_04406_dig_lcd.png,0,37,50
21_34_02_04407_dig_segmented.png,21,34,2
23_56_12_04408_dig_segmented.png,23,56,12
02_51_15_04409_dig_segmented.png,2,51,15
22_06_19_04410_dig_simple.png,22,6,19
19_05_53_04411_dig_lcd.png,19,5,53
18_18_12_04412_dig_segmented.png,18,18,12
18_38_08_04413_dig_lcd.png,18,38,8
08_40_04_04414_dig_segmented.png,8,40,4
20_09_28_04415_dig_simple.png,20,9,28
05_03_00_04416_dig_segmented.png,5,3,0
14_57_18_04417_dig_lcd.png,14,57,18
16_57_56_04418_dig_simple.png,16,57,56
09_57_20_04419_dig_segmented.png,9,57,20
14_10_37_04420_dig_segmented.png,14,10,37
23_04_31_04421_dig_segmented.png,23,4,31
17_40_28_04422_dig_simple.png,17,40,28
20_32_18_04423_dig_segmented.png,20,32,18
06_48_42_04424_dig_lcd.png,6,48,42
10_15_33_04425_dig_segmented.png,10,15,33
14_43_52_04426_dig_lcd.png,14,43,52
20_55_15_04427_dig_simple.png,20,55,15
03_48_59_04428_dig_simple.png,3,48,59
21_11_07_04429_dig_segmented.png,21,11,7
22_51_43_04430_dig_segmented.png,22,51,43
23_05_22_04431_dig_lcd.png,23,5,22
14_03_12_04432_dig_simple.png,14,3,12
10_23_40_04433_dig_segmented.png,10,23,40
02_36_42_04434_dig_lcd.png,2,36,42
02_50_55_04435_dig_segmented.png,2,50,55
23_23_55_04436_dig_lcd.png,23,23,55
06_38_49_04437_dig_simple.png,6,38,49
20_42_24_04438_dig_segmented.png,20,42,24
10_59_06_04439_dig_lcd.png,10,59,6
08_39_26_04440_dig_segmented.png,8,39,26
05_55_57_04441_dig_segmented.png,5,55,57
14_42_57_04442_dig_segmented.png,14,42,57
17_40_48_04443_dig_lcd.png,17,40,48
20_16_08_04444_dig_simple.png,20,16,8
10_25_14_04445_dig_simple.png,10,25,14
07_35_43_04446_dig_lcd.png,7,35,43
20_54_43_04447_dig_lcd.png,20,54,43
05_11_01_04448_dig_simple.png,5,11,1
07_35_06_04449_dig_lcd.png,7,35,6
05_27_42_04450_dig_segmented.png,5,27,42
02_56_16_04451_dig_segmented.png,2,56,16
09_39_15_04452_dig_lcd.png,9,39,15
16_24_47_04453_dig_segmented.png,16,24,47
21_40_08_04454_dig_segmented.png,21,40,8
20_32_18_04455_dig_segmented.png,20,32,18
13_16_06_04456_dig_simple.png,13,16,6
11_49_25_04457_dig_lcd.png,11,49,25
06_12_22_04458_dig_segmented.png,6,12,22
14_54_25_04459_dig_segmented.png,14,54,25
21_28_01_04460_dig_segmented.png,21,28,1
14_15_51_04461_dig_simple.png,14,15,51
21_42_27_04462_dig_simple.png,21,42,27
13_37_42_04463_dig_segmented.png,13,37,42
13_49_04_04464_dig_segmented.png,13,49,4
08_48_26_04465_dig_segmented.png,8,48,26
06_12_22_04466_dig_lcd.png,6,12,22
00_13_06_04467_dig_lcd.png,0,13,6
09_23_19_04468_dig_simple.png,9,23,19
07_14_16_04469_dig_segmented.png,7,14,16
15_49_16_04470_dig_lcd.png,15,49,16
18_45_16_04471_dig_simple.png,18,45,16
20_19_30_04472_dig_simple.png,20,19,30
22_06_19_04473_dig_segmented.png,22,6,19
08_22_04_04474_dig_segmented.png,8,22,4
12_29_08_04475_dig_lcd.png,12,29,8
03_18_42_04476_dig_simple.png,3,18,42
22_59_32_04477_dig_lcd.png,22,59,32
20_09_28_04478_dig_lcd.png,20,9,28
08_37_16_04479_dig_lcd.png,8,37,16
09_23_44_04480_dig_lcd.png,9,23,44
11_14_45_04481_dig_lcd.png,11,14,45
09_36_41_04482_dig_segmented.png,9,36,41
00_37_50_04483_dig_simple.png,0,37,50
10_35_40_04484_dig_simple.png,10,35,40
10_52_44_04485_dig_simple.png,10,52,44
07_14_16_04486_dig_lcd.png,7,14,16
14_11_40_04487_dig_segmented.png,14,11,40
22_47_09_04488_dig_simple.png,22,47,9
04_26_43_04489_dig_simple.png,4,26,43
22_47_09_04490_dig_segmented.png,22,47,9
23_05_20_04491_dig_segmented.png,23,5,20
22_59_32_04492_dig_lcd.png,22,59,32
16_28_50_04493_dig_simple.png,16,28,50
02_50_55_04494_dig_lcd.png,2,50,55
23_49_05_04495_dig_lcd.png,23,49,5
05_55_57_04496_dig_simple.png,5,55,57
10_36_47_04497_dig_lcd.png,10,36,47
00_37_50_04498_dig_simple.png,0,37,50
04_26_31_04499_dig_simple.png,4,26,31
00_10_25_04500_dig_lcd.png,0,10,25
22_06_19_04501_dig_lcd.png,22,6,19
19_04_18_04502_dig_simple.png,19,4,18
07_14_16_04503_dig_lcd.png,7,14,16
23_52_13_04504_dig_segmented.png,23,52,13
03_11_04_04505_dig_segmented.png,3,11,4
02_56_16_04506_dig_segmented.png,2,56,16
06_29_58_04507_dig_lcd.png,6,29,58
00_04_22_04508_dig_simple.png,0,4,22
15_16_17_04509_dig_simple.png,15,16,17
07_53_26_04510_dig_lcd.png,7,53,26
01_47_06_04511_dig_lcd.png,1,47,6
01_56_19_04512_dig_segmented.png,1,56,19
04_07_10_04513_dig_simple.png,4,7,10
